HerdCode,RegNo,Jalali,Fat,Protein,FreezingPointDepression,Cells
,3.64099E+14,1403/04/11,3.47,2.68,,
,3.64099E+14,1400/07/04,4.52,3.54,27,
,3.64009E+14,1401/10/07,5.52,3.4,,70
,3.64009E+14,1401/09/08,3.86,3.68,,446
,3.64099E+14,1402/02/12,3.21,2.55,,451
,3.64009E+14,1399/05/02,3.01,2.97,,
,3.64009E+14,1401/03/08,4.88,2.71,,30
,3.64099E+14,1400/04/01,3.36,4.23,,18
,3.64099E+14,1398/12/05,3.79,3.37,,
,3.64009E+14,1398/10/03,1.93,2.78,,175
,3.64009E+14,1400/01/03,2.19,2.39,,105
,3.64009E+14,1400/07/04,4.38,3.3,19,
,3.64099E+14,1399/04/10,3,2.89,,18
,3.64009E+14,1403/04/11,4.17,2.72,,
,3.64009E+14,1400/01/03,3.72,3.03,,128
,3.64009E+14,1401/08/08,5.26,3.1,,33
,3.64009E+14,1399/10/05,3.01,3,,263
,3.64009E+14,1402/09/11,5,3.38,,159
,3.64009E+14,1402/06/15,5,2.96,,127
,3.64009E+14,1403/02/07,4.97,3.04,,41
,3.64009E+14,1401/02/04,2.32,2.27,,40
,3.64099E+14,1399/06/02,5.09,3.96,,225
,3.64099E+14,1399/11/01,4.76,3.09,,
,3.64009E+14,1403/06/18,3.58,3.96,,12
,3.64009E+14,1398/11/03,4.78,3.15,,226
,3.64099E+14,1399/03/08,4.53,3.78,,107
,3.64099E+14,1400/11/05,3.49,2.77,,20
,3.64099E+14,1400/08/01,2.83,3.25,,274
,3.64009E+14,1399/12/01,3.3,3.6,,208
,3.64009E+14,1398/11/03,5.8,4.2,,18
,3.64009E+14,1400/03/04,4.13,3.52,,18
,3.64099E+14,1399/03/08,3.91,2.86,,230
,3.64099E+14,1400/02/01,1.99,2.5,,
,3.64009E+14,1403/05/15,4.19,3.66,,11
,3.64009E+14,1400/04/01,1.47,3.07,,91
,3.64009E+14,1402/01/09,4.48,3.3,,231
,3.64009E+14,1403/04/11,3.34,3.27,,
,3.64009E+14,1400/06/02,2.91,3.3,,21
,3.64009E+14,1401/01/06,3.6,2.77,,18
,3.64009E+14,1400/10/04,2.92,2.4,,17
,3.64099E+14,1399/12/01,3.67,3.54,,558
,3.64009E+14,1399/06/02,4.01,4.11,,51
,3.64009E+14,1399/10/05,3.22,2.5,,200
,3.64099E+14,1401/11/09,6.13,2.37,,82
,3.64009E+14,1401/08/08,5.39,4.09,,320
,3.64009E+14,1398/10/03,0.72,3.52,,57
,3.64009E+14,1401/07/07,6.53,3.99,,119
,3.64099E+14,1399/04/10,2.83,2.62,,22
,3.64099E+14,1403/04/11,3.49,3.36,,
,3.64009E+14,1402/03/12,5,2.83,,1781
,3.64009E+14,1403/05/15,4.35,3.49,,13
,3.64009E+14,1398/12/05,3.05,3.25,,
,3.64009E+14,1399/11/01,3.65,3.04,,
,3.64009E+14,1400/05/02,3.27,3.76,,
,3.64009E+14,1400/01/03,3.72,3.61,,1199
,3.64099E+14,1398/09/05,2.16,3.17,,23
,3.64009E+14,1398/12/05,3.08,3.12,,
,3.64009E+14,1399/05/02,2.79,3.25,,
,3.64009E+14,1402/04/11,2.37,2.84,,121
,3.64009E+14,1400/08/01,2.9,3.15,,132
,3.64009E+14,1400/03/04,2.84,2.92,,18
,3.64009E+14,1402/03/12,5,2.55,,1130
,3.64009E+14,1401/06/07,3.21,3.54,,112
,3.64009E+14,1402/04/11,3.5,2.23,,1781
,3.64009E+14,1399/09/04,3.93,2.68,,304
,3.64009E+14,1399/02/01,3.44,2.83,,23
,3.64009E+14,1401/03/08,2.34,2.15,,30
,3.64009E+14,1399/04/10,3.02,2.89,,23
,3.64009E+14,1400/09/01,2.83,2.43,,15
,3.64009E+14,1402/06/15,4.57,3.08,,17
,3.64009E+14,1399/09/04,4.04,2.68,,429
,3.64009E+14,1402/02/12,3.65,3.02,,12
,3.64009E+14,1401/06/07,3.97,3.84,,29
,3.64009E+14,1403/04/11,5,2.93,,
,3.64009E+14,1402/09/11,3.27,2.92,,201
,3.64009E+14,1399/12/01,2.5,2.35,,162
,3.64009E+14,1401/09/08,2.94,3.21,,220
,3.64009E+14,1400/07/04,3.59,3.16,20,
,3.64009E+14,1401/07/07,5.11,3.3,,157
,3.64009E+14,1399/03/08,3.43,2.63,,20
,3.64009E+14,1402/06/15,5,2.85,,96
,3.64009E+14,1401/07/07,4.02,3.64,,433
,3.64009E+14,1400/01/03,3.13,3.31,,15
,3.64099E+14,1400/06/02,4.54,3.54,,24
,3.64009E+14,1402/04/11,2.95,2.14,,275
,3.64009E+14,1399/05/02,2.9,3.55,,
,3.64009E+14,1400/07/04,3.48,3.21,17,
,3.64099E+14,1402/06/15,2,2.51,,1254
,3.64009E+14,1402/03/12,3.68,2.94,,1222
,3.64009E+14,1401/04/04,2.51,2.89,,2943
,3.64009E+14,1403/04/11,3.51,3.24,,
,3.64009E+14,1402/11/15,3.37,3.1,,
,3.64099E+14,1400/08/01,4.33,3.3,,567
,3.64009E+14,1400/08/01,4.24,3.3,,881
,3.64099E+14,1400/05/02,2.8,3.35,,
,3.64009E+14,1401/10/07,3.75,3.48,,67
,3.64009E+14,1403/08/24,3.25,3.29,,157
,3.64009E+14,1401/08/08,3.92,4.18,,88
,3.64099E+14,1402/05/13,2.69,1.97,,479
,3.64099E+14,1400/03/04,3.32,3,,64
,3.64009E+14,1401/05/04,4.86,3.69,,35
,3.64009E+14,1401/11/09,3.59,3.91,,1296
,3.64009E+14,1401/01/06,2.76,2.72,,38
,3.64009E+14,1403/02/07,3.56,2.97,,124
,3.64009E+14,1402/04/11,1.99,2.03,,18
,3.64009E+14,1403/02/07,3.27,3.02,,301
,3.64009E+14,1402/06/15,2.2,2.85,,14
,3.64009E+14,1402/04/11,6.85,2.52,,173
,3.64009E+14,1402/04/11,4.02,2.6,,356
,3.64009E+14,1402/01/09,3.36,3.12,,19
,3.64009E+14,1401/04/04,6.99,2.62,,60
,3.64009E+14,1402/12/16,4.92,3.23,,12
,3.64009E+14,1401/02/04,3.39,2.87,,178
,3.64009E+14,1401/02/04,3.94,2.54,,280
,3.64099E+14,1400/12/02,2.86,2.74,,25
,3.64009E+14,1399/08/03,2.97,2.66,,1098
,3.64009E+14,1400/04/01,2.48,2.95,,29
,3.64009E+14,1403/08/24,4.07,2.83,,146
,3.64009E+14,1401/10/07,3.78,3.52,,66
,3.64009E+14,1402/09/11,3.26,2.72,,19
,3.64009E+14,1403/06/18,2.08,3.09,,11
,3.64009E+14,1400/08/01,4.49,3.51,,1046
,3.64099E+14,1400/02/01,3.97,3.23,,
,3.64099E+14,1402/12/16,4.71,3.09,,23
,3.64099E+14,1401/02/04,3.81,2.61,,37
,3.64009E+14,1401/06/07,2.84,3.15,,30
,3.64009E+14,1402/04/11,5.74,2.37,,16
,3.64009E+14,1403/04/11,2.4,2.42,,
,3.64009E+14,1402/02/12,3.2,2.61,,24
,3.64009E+14,1399/04/10,3.34,2.76,,80
,3.64009E+14,1402/11/15,4.6,2.9,,
,3.64009E+14,1399/09/04,2.86,2.37,,215
,3.64099E+14,1400/09/01,3.8,2.97,,17
,3.64009E+14,1401/09/08,3.52,3.16,,65
,3.64009E+14,1400/10/04,3.31,2.84,,16
,3.64009E+14,1399/08/03,3.49,3.23,,50
,3.64009E+14,1401/12/10,4.53,2.77,,892
,3.64009E+14,1402/01/09,2.62,3.06,,100
,3.64099E+14,1403/08/24,5,3.47,,112
,3.64009E+14,1403/05/15,4.39,3.66,,12
,3.64009E+14,1402/03/12,5,2.94,,1653
,3.64009E+14,1402/07/11,4.46,3.2,,16
,3.64009E+14,1403/04/11,4.84,2.81,,
,3.64099E+14,1401/12/10,4.18,2.37,,162
,3.64009E+14,1400/09/01,3.53,2.78,,19
,3.64009E+14,1400/07/04,4.09,3.19,26,
,3.64009E+14,1401/02/04,3.49,2.72,,35
,3.64009E+14,1401/06/07,3.26,3.48,,30
,3.64009E+14,1402/05/13,3.94,2.61,,12
,3.64009E+14,1399/10/05,4.2,2.83,,72
,3.64009E+14,1401/11/09,4.25,2.89,,75
,3.64099E+14,1401/04/04,4.17,3.39,,1111
,3.64009E+14,1400/11/05,4.66,3.44,,27
,3.64009E+14,1400/04/01,2.65,2.87,,138
,3.64099E+14,1402/03/12,3.7,2.29,,1211
,3.64009E+14,1402/06/15,4.12,2.87,,16
,3.64009E+14,1401/05/04,2.81,3.23,,60
,3.64009E+14,1400/03/04,4.42,3.43,,17
,3.64009E+14,1401/12/10,5.47,2.5,,54
,3.64099E+14,1402/12/16,4.29,3.52,,71
,3.64009E+14,1401/06/07,3.49,3.55,,139
,3.64009E+14,1401/11/09,3.87,3.13,,194
,3.64009E+14,1401/08/08,5.08,3.41,,466
,3.64009E+14,1400/01/03,3.36,3.11,,323
,3.64051E+14,1403/08/24,2,3.32,,465
,3.64009E+14,1400/11/05,5.66,3.25,,25
,3.64009E+14,1403/06/18,4.14,3.53,,19
,3.64009E+14,1401/10/07,4.02,3.08,,70
,3.64099E+14,1403/02/07,3.92,3.07,,1231
,3.64009E+14,1401/04/04,2.98,3.27,,81
,3.64009E+14,1403/04/11,4.52,2.64,,
,3.64099E+14,1401/03/08,2.73,2.89,,32
,3.64009E+14,1403/06/18,3.43,2.98,,12
,3.64009E+14,1399/09/04,2.88,2.36,,149
,3.64009E+14,1400/05/02,2.44,3.6,,
,3.64009E+14,1399/06/02,4.07,3.02,,103
,3.64051E+14,1403/08/24,4.8,2.46,,77
,3.64009E+14,1403/05/15,2.91,2.61,,20
,3.64009E+14,1401/01/06,5.25,3.15,,87
,3.64009E+14,1400/07/04,4.58,3.19,16,
,3.64099E+14,1400/02/01,3.88,3.09,,
,3.64009E+14,1403/08/24,3.94,3.6,,106
,3.64009E+14,1399/08/03,3.41,3.6,,62
,3.64009E+14,1401/07/07,4.81,3.27,,480
,3.64009E+14,1399/07/02,3.63,3.23,,85
,3.64009E+14,1400/01/03,4.32,2.78,,90
,3.64009E+14,1403/07/22,4.46,3.45,,615
,3.64009E+14,1402/12/16,3.7,2.79,,254
,3.64009E+14,1400/02/01,2.59,3.09,,
,3.64009E+14,1401/10/07,5.17,3.79,,67
,3.64099E+14,1400/09/01,3.79,2.65,,17
,3.64009E+14,1400/09/01,3.57,2.51,,15
,3.64009E+14,1399/10/05,2.63,2.88,,45
,3.64009E+14,1402/06/15,3.29,2.83,,494
,3.64009E+14,1403/05/15,4.88,4.12,,12
,3.64009E+14,1400/12/02,2.61,2.67,,22
,3.64009E+14,1400/06/02,3.44,3.53,,19
,3.64009E+14,1400/10/04,4.5,3.04,,17
,3.64009E+14,1403/02/07,5,3.38,,84
,3.64009E+14,1399/05/02,2.73,3.34,,
,3.64009E+14,1399/09/04,3.94,2.72,,301
,3.64009E+14,1401/02/04,2.17,2.37,,41
,3.64009E+14,1400/03/04,2.46,2.45,,22
,3.64009E+14,1400/09/01,4.39,2.22,,17
,3.64009E+14,1402/07/11,5,2.84,,13
,3.64009E+14,1399/02/01,4.61,2.95,,602
,3.64099E+14,1399/01/08,3.38,2.61,,25
,3.64009E+14,1400/10/04,3.05,2.99,,16
,3.64009E+14,1401/10/07,3.92,2.61,,67
,3.64099E+14,1400/01/03,3.28,2.04,,47
,3.64099E+14,1399/03/08,3.69,3.01,,382
,3.64099E+14,1401/12/10,4.72,2.33,,131
,3.64009E+14,1401/12/10,4.56,2.58,,40
,3.64009E+14,1402/11/15,2.98,3.36,,
,3.64009E+14,1400/10/04,2.74,2.84,,17
,3.64009E+14,1401/01/06,4.18,2.8,,590
,3.64009E+14,1401/08/08,6.56,3.61,,220
,3.64009E+14,1402/12/16,2.89,3.84,,1679
,3.64009E+14,1402/03/12,5,2.48,,770
,3.64009E+14,1399/10/05,4.71,2.96,,3201
,3.64009E+14,1399/05/02,3.52,2.74,,
,3.64009E+14,1400/03/04,2.48,2.45,,28
,3.64009E+14,1402/04/11,3.19,1.99,,24
,3.64009E+14,1401/12/10,4.43,2.8,,28
,3.64009E+14,1401/05/04,2.6,2.63,,1822
,3.64099E+14,1399/02/01,3.89,3.52,,21
,3.64009E+14,1403/04/11,4.1,2.93,,
,3.64009E+14,1400/12/02,3.72,2.92,,23
,3.64009E+14,1400/11/05,3.43,2.96,,23
,3.64099E+14,1400/11/05,6.99,2.92,,1597
,3.64009E+14,1400/11/05,4.57,3.01,,145
,3.64009E+14,1399/09/04,2.85,2.35,,166
,3.64099E+14,1401/06/07,2.95,3.21,,29
,3.64099E+14,1401/05/04,3.38,3.25,,431
,3.64009E+14,1402/11/15,3.13,3,,
,3.64009E+14,1399/11/01,3.42,3.03,,
,3.64009E+14,1401/12/10,5.96,2.42,,24
,3.64009E+14,1399/07/02,3.38,3.77,,509
,3.64009E+14,1402/05/13,4.76,2.94,,166
,3.64009E+14,1399/12/01,3.51,3.59,,86
,3.64009E+14,1399/06/02,3.03,2.99,,426
,3.64009E+14,1401/11/09,4.7,2.86,,58
,3.64009E+14,1399/12/01,3.14,3.49,,124
,3.64009E+14,1402/02/12,4.58,3.38,,17
,3.64009E+14,1403/04/11,4.59,2.96,,
,3.64009E+14,1399/12/01,2.9,2.66,,373
,3.64009E+14,1401/03/08,3.23,2.36,,101
,3.64009E+14,1400/04/01,3.43,3.74,,1130
,3.64099E+14,1399/06/02,3.05,2.93,,41
,3.64099E+14,1401/04/04,2.96,2.6,,39
,3.64099E+14,1401/08/08,4.27,3.11,,96
,3.64009E+14,1402/06/15,2.54,3.09,,17
,3.64009E+14,1400/04/01,4.11,3.69,,20
,3.64009E+14,1400/06/02,3.47,3.05,,20
,3.64009E+14,1400/03/04,3.24,2.66,,27
,3.64009E+14,1403/06/18,2.6,3.71,,11
,3.64009E+14,1402/11/15,3.3,2.95,,
,3.64099E+14,1403/07/22,4.48,3.49,,230
,3.64009E+14,1400/01/03,2.81,2.67,,160
,3.64009E+14,1401/01/06,4.79,2.57,,2048
,3.64099E+14,1401/05/04,2.42,3.12,,33
,3.64009E+14,1402/12/16,4.06,3.11,,2495
,3.64009E+14,1399/05/02,3.12,3.37,,
,3.64009E+14,1399/08/03,3.25,3.23,,41
,3.64009E+14,1399/02/01,5,3.25,,17
,3.64009E+14,1399/09/04,4.04,2.69,,261
,3.64009E+14,1399/12/01,4.76,3.88,,162
,3.64009E+14,1401/06/07,3.82,3.42,,32
,3.64009E+14,1403/04/11,5,2.73,,
,3.64009E+14,1402/02/12,5.28,2.4,,13
,3.64009E+14,1399/07/02,3.14,3.23,,188
,3.64009E+14,1401/05/04,3.35,3.84,,171
,3.64009E+14,1403/06/18,3.6,3.63,,13
,3.64009E+14,1400/05/02,3.13,3.66,,
,3.64009E+14,1400/12/02,2.77,2.92,,20
,3.64099E+14,1399/11/01,4.91,3.37,,
,3.64009E+14,1402/07/11,3.69,3.09,,12
,3.64009E+14,1402/05/13,3.66,2.05,,12
,3.64009E+14,1402/04/11,4.76,2.81,,529
,3.64009E+14,1403/07/22,5,2.87,,75
,3.64009E+14,1399/04/10,2.98,3.16,,275
,3.64009E+14,1400/10/04,3.51,2.99,,16
,3.64009E+14,1403/05/15,3.2,4.8,,16
,3.64009E+14,1401/06/07,3.67,3.22,,423
,3.64009E+14,1400/02/01,2.64,3.23,,
,3.64009E+14,1401/10/07,3.33,3.58,,67
,3.64009E+14,1402/09/11,5,2.73,,217
,3.64009E+14,1403/02/07,3.43,3.39,,230
,3.64009E+14,1401/04/04,2.9,2.88,,33
,3.64009E+14,1399/12/01,3.2,3.23,,68
,3.64099E+14,1402/12/16,4.4,2.76,,809
,3.64009E+14,1399/01/08,4.94,3.24,,199
,3.64099E+14,1400/12/02,3.48,3.36,,27
,3.64009E+14,1399/03/08,3.97,2.98,,21
,3.64009E+14,1400/08/01,4.31,3.17,,628
,3.64009E+14,1401/01/06,2.98,3.06,,396
,3.64009E+14,1399/04/10,3.16,2.92,,69
,3.64009E+14,1403/02/07,4.25,3.01,,54
,3.64009E+14,1401/05/04,3.68,3.87,,131
,3.64099E+14,1399/05/02,4.9,4.12,,
,3.64009E+14,1402/03/12,4.02,2.99,,1001
,3.64009E+14,1403/07/22,4.44,3.23,,172
,3.64009E+14,1403/06/18,3.28,3.33,,13
,3.64009E+14,1400/01/03,3.24,2.13,,102
,3.64099E+14,1401/06/07,3.95,3.04,,29
,3.64009E+14,1399/03/08,3.42,2.94,,146
,3.64009E+14,1399/10/05,5,3,,429
,3.64009E+14,1400/08/01,3.04,3.84,,647
,3.64009E+14,1401/03/08,2.78,2.64,,30
,3.64009E+14,1402/04/11,3.23,2.86,,15
,3.64099E+14,1403/08/24,3.61,3.72,,23
,3.64009E+14,1403/02/07,2.32,3.14,,56
,3.64009E+14,1400/09/01,3.14,2.69,,15
,3.64009E+14,1403/07/22,5,4.81,,903
,3.64099E+14,1401/10/07,4.06,3.38,,67
,3.64099E+14,1400/12/02,3.16,3,,25
,3.64099E+14,1400/02/01,2.3,2.75,,
,3.64009E+14,1401/07/07,4.5,3.29,,58
,3.64009E+14,1402/02/12,4.19,2.88,,2327
,3.64009E+14,1400/12/02,5.01,4.03,,31
,3.64099E+14,1401/04/04,3.67,3.31,,102
,3.64009E+14,1399/10/05,4.85,2.85,,167
,3.64009E+14,1399/09/04,2.85,2.36,,174
,3.64099E+14,1399/11/01,4.52,3.27,,
,3.64009E+14,1402/04/11,3.42,2.53,,90
,3.64009E+14,1400/09/01,3.64,2.78,,19
,3.64099E+14,1403/04/11,3.73,2.51,,
,3.64009E+14,1400/05/02,2.17,2.84,,
,3.64009E+14,1402/06/15,3.83,2.65,,16
,3.64009E+14,1402/04/11,4.51,2.39,,13
,3.64009E+14,1399/12/01,3.66,3.53,,359
,3.64009E+14,1402/01/09,5.05,3.49,,408
,3.64009E+14,1400/08/01,3.16,4.22,,551
,3.64009E+14,1402/07/11,5,3.69,,563
,3.64009E+14,1401/09/08,5.49,2.93,,95
,3.64009E+14,1401/08/08,5.91,2.81,,95
,3.64009E+14,1400/03/04,3.75,3.35,,21
,3.64009E+14,1402/07/11,2,2.52,,358
,3.64009E+14,1402/02/12,5.56,2.61,,12
,3.64009E+14,1401/11/09,3.36,3.12,,286
,3.64009E+14,1400/06/02,3.87,2.96,,21
,3.64009E+14,1401/02/04,3.35,2.82,,240
,3.64009E+14,1401/10/07,4.04,3.64,,70
,3.64009E+14,1401/02/04,3.33,3.18,,40
,3.64009E+14,1400/08/01,3.31,4.21,,432
,3.64009E+14,1400/07/04,3.57,2.81,23,
,3.64099E+14,1401/11/09,5.05,3.16,,1216
,3.64099E+14,1402/11/15,4.71,3.14,,
,3.64099E+14,1400/04/01,1.88,2.95,,24
,3.64009E+14,1402/05/13,2,2.17,,24
,3.64009E+14,1401/11/09,6.99,3.37,,505
,3.64009E+14,1402/06/15,3.04,2.84,,16
,3.64009E+14,1400/11/05,3.75,3.15,,20
,3.64009E+14,1403/04/11,5,2.26,,
,3.64009E+14,1401/02/04,3.9,2.64,,223
,3.64009E+14,1401/05/04,3.07,3.18,,168
,3.64009E+14,1402/11/15,3.1,2.77,,
,3.64009E+14,1401/11/09,4.22,3.09,,141
,3.64099E+14,1401/01/06,3,2.87,,301
,3.64009E+14,1403/05/15,6.07,3.65,,12
,3.64009E+14,1400/12/02,4.15,3.07,,20
,3.64009E+14,1401/08/08,5.02,3.19,,60
,3.64009E+14,1402/07/11,4.44,2.82,,12
,3.64009E+14,1403/06/18,4.79,3.32,,16
,3.64009E+14,1400/06/02,3.4,3.34,,111
,3.64009E+14,1402/03/12,5,2.41,,1625
,3.64099E+14,1401/01/06,5.77,4.23,,24
,3.64009E+14,1401/12/10,4.53,2.78,,948
,3.64009E+14,1403/08/24,5,2.64,,107
,3.64099E+14,1401/04/04,2.16,2.39,,162
,3.64009E+14,1402/02/12,6.55,3.32,,19
,3.64009E+14,1403/06/18,4.57,3.7,,11
,3.64099E+14,1400/11/05,4.35,3.74,,79
,3.64009E+14,1403/06/18,3.86,3.45,,296
,3.64009E+14,1402/11/15,2.58,2.91,,
,3.64099E+14,1400/09/01,2.5,2.2,,16
,3.64009E+14,1400/05/02,3.06,4.74,,
,3.64009E+14,1401/09/08,6.99,4.21,,36
,3.64009E+14,1400/07/04,3.47,3.56,17,
,3.64099E+14,1402/06/15,2,2.51,,13
,3.64099E+14,1402/07/11,2,3.36,,13
,3.64099E+14,1400/02/01,3.72,2.66,,
,3.64009E+14,1401/07/07,4.97,4.13,,31
,3.64009E+14,1401/11/09,3.64,3.42,,2304
,3.64009E+14,1401/10/07,5.64,4.05,,67
,3.64009E+14,1401/05/04,2.88,2.52,,31
,3.64099E+14,1403/07/22,2,2.34,,38
,3.64099E+14,1401/04/04,2.47,2.67,,216
,3.64051E+14,1403/08/24,2.23,2.46,,35
,3.64009E+14,1400/12/02,3.53,3.08,,21
,3.64099E+14,1401/05/04,2.3,2.66,,267
,3.64009E+14,1402/02/12,4.31,2.89,,14
,3.64009E+14,1402/04/11,4.2,2.36,,29
,3.64009E+14,1399/12/01,1.61,2.79,,74
,3.64009E+14,1400/08/01,4.87,3.5,,540
,3.64009E+14,1403/02/07,4.52,3.09,,124
,3.64099E+14,1402/09/11,2,2.74,,354
,3.64009E+14,1401/07/07,3.92,3.15,,39
,3.64009E+14,1402/03/12,4.32,2.76,,1640
,3.64009E+14,1400/12/02,3.4,3.33,,17
,3.64099E+14,1402/07/11,2.87,2.65,,2132
,3.64099E+14,1400/04/01,3.14,3.58,,20
,3.64099E+14,1403/02/07,3.21,2.89,,4344
,3.64099E+14,1400/10/04,3.67,2.71,,17
,3.64009E+14,1401/09/08,5.82,3.71,,31
,3.64009E+14,1400/06/02,3.39,2.58,,19
,3.64099E+14,1402/06/15,2.31,3.06,,117
,3.64009E+14,1401/07/07,3.17,4.59,,84
,3.64009E+14,1400/07/04,4.44,3.43,22,
,3.64009E+14,1401/10/07,3.19,3.02,,67
,3.64099E+14,1402/10/11,4.04,3.69,,13
,3.64099E+14,1403/07/22,5,2.22,,189
,3.64009E+14,1403/08/24,5,3.21,,155
,3.64099E+14,1401/02/04,5.14,2.97,,876
,3.64099E+14,1400/09/01,3.75,2.78,,18
,3.64099E+14,1401/10/07,4.68,3.77,,70
,3.64009E+14,1401/08/08,3.67,2.89,,155
,3.64009E+14,1401/10/07,3.21,3.24,,67
,3.64009E+14,1401/08/08,3.99,3.35,,131
,3.64009E+14,1401/02/04,3.8,2.86,,40
,3.64009E+14,1402/06/15,3.21,3.12,,558
,3.64009E+14,1399/09/04,4,2.73,,170
,3.64009E+14,1403/05/15,2.68,2.71,,21
,3.64009E+14,1400/07/04,4.55,3.69,19,
,3.64009E+14,1400/09/01,3.56,2.4,,17
,3.64099E+14,1399/07/02,3.45,2.72,,160
,3.64099E+14,1399/03/08,3.69,3.01,,101
,3.64009E+14,1399/09/04,4.04,2.68,,178
,3.64009E+14,1399/04/10,3.06,3.12,,27
,3.64009E+14,1401/04/04,3.9,3.33,,172
,3.64009E+14,1400/07/04,3.45,3.26,23,
,3.64009E+14,1402/10/11,4.83,3.5,,15
,3.64009E+14,1399/10/05,4.38,3.03,,70
,3.64009E+14,1400/11/05,3.69,3.03,,18
,3.64009E+14,1400/11/05,4.67,3.06,,16
,3.64009E+14,1403/04/11,2,3,,
,3.64009E+14,1399/06/02,3.05,3.04,,40
,3.64009E+14,1400/02/01,3.65,3.23,,
,3.64009E+14,1400/08/01,3.8,3.62,,1785
,3.64009E+14,1400/07/04,4.69,3.31,17,
,3.64099E+14,1400/09/01,3.75,2.53,,15
,3.64009E+14,1402/12/16,4.64,2.85,,355
,3.64009E+14,1403/02/07,4.39,3.51,,189
,3.64009E+14,1399/11/01,4.94,3.13,,
,3.64009E+14,1401/10/07,4.74,3.08,,68
,3.64009E+14,1401/04/04,2.97,3.23,,83
,3.64009E+14,1403/02/07,3.35,2.86,,484
,3.64009E+14,1399/06/02,4.57,3.75,,125
,3.64009E+14,1400/07/04,3.99,3.26,19,
,3.64009E+14,1399/12/01,3.42,2.5,,52
,3.64009E+14,1402/07/11,5,3.7,,14
,3.64009E+14,1400/04/01,3.75,3.41,,40
,3.64099E+14,1399/11/01,3.87,2.85,,
,3.64009E+14,1402/04/11,2.35,2.29,,738
,3.64099E+14,1401/12/10,4.89,2.53,,830
,3.64009E+14,1402/06/15,4.3,3.24,,78
,3.64009E+14,1400/07/04,3.66,3.36,19,
,3.64009E+14,1400/09/01,3.73,2.48,,17
,3.64009E+14,1401/06/07,3.62,3.13,,29
,3.64009E+14,1401/09/08,4.13,3.32,,131
,3.64009E+14,1399/03/08,3.88,2.97,,37
,3.64009E+14,1401/01/06,3.72,2.38,,142
,3.64009E+14,1400/02/01,3.52,3.23,,
,3.64009E+14,1401/09/08,4.37,3.34,,366
,3.64009E+14,1401/06/07,3.57,3.25,,34
,3.64009E+14,1401/04/04,3.91,3,,516
,3.64009E+14,1401/10/07,3.52,3.13,,85
,3.64009E+14,1402/02/12,2.57,2.85,,92
,3.64009E+14,1401/08/08,4.25,3.34,,366
,3.64099E+14,1400/11/05,4.55,3.3,,18
,3.64099E+14,1400/05/02,2.56,2.93,,
,3.64099E+14,1401/07/07,4.36,3.75,,366
,3.64009E+14,1402/02/12,4.52,2.46,,13
,3.64009E+14,1401/01/06,3.04,2.67,,48
,3.64009E+14,1399/12/01,3.79,3.23,,260
,3.64099E+14,1401/03/08,4.87,2.42,,31
,3.64099E+14,1402/04/11,3.38,2.51,,100
,3.64009E+14,1402/06/15,2.76,2.46,,15
,3.64009E+14,1401/10/07,4.08,2.86,,68
,3.64009E+14,1402/11/15,4.97,3.58,,
,3.64009E+14,1400/12/02,4.62,3.43,,20
,3.64009E+14,1402/05/13,3.71,2.95,,475
,3.64009E+14,1400/03/04,3.7,3.28,,19
,3.64009E+14,1401/07/07,5.54,2.92,,267
,3.64009E+14,1400/01/03,4.07,3.18,,115
,3.64099E+14,1402/04/11,4.46,2.39,,13
,3.64009E+14,1402/05/13,3.89,2.41,,13
,3.64009E+14,1402/03/12,5,2.35,,1588
,3.64009E+14,1403/07/22,5,3.12,,1173
,3.64009E+14,1400/07/04,4.69,3.74,20,
,3.64099E+14,1402/10/11,3.66,2.94,,11
,3.64009E+14,1400/06/02,3.83,3.2,,18
,3.64009E+14,1401/10/07,3.94,3.73,,67
,3.64009E+14,1403/07/22,4.32,3.1,,1117
,3.64099E+14,1401/04/04,5.44,3.58,,78
,3.64009E+14,1403/04/11,3.56,3.15,,
,3.64009E+14,1402/12/16,4.01,3.18,,127
,3.64009E+14,1400/07/04,4.68,2.85,20,
,3.64009E+14,1401/08/08,6.99,3.17,,39
,3.64099E+14,1403/08/24,5,3.14,,233
,3.64099E+14,1403/05/15,3.73,3.05,,17
,3.64009E+14,1400/12/02,2.97,3.49,,23
,3.64009E+14,1402/07/11,4.62,2.92,,260
,3.64009E+14,1399/04/10,2.8,2.82,,30
,3.64009E+14,1401/09/08,4.57,3.69,,35
,3.64009E+14,1399/03/08,3.69,2.94,,37
,3.64099E+14,1400/04/01,3.75,3.49,,36
,3.64099E+14,1398/12/05,3.42,3.3,,
,3.64099E+14,1399/01/08,3.42,3.3,,58
,3.64099E+14,1399/05/02,3.18,3.13,,
,3.64009E+14,1401/03/08,3.51,2.32,,29
,3.64009E+14,1402/06/15,2,2.56,,16
,3.64009E+14,1399/07/02,3.3,3.23,,432
,3.64009E+14,1399/11/01,4.5,3.45,,
,3.64009E+14,1398/12/05,2.42,2.99,,
,3.64099E+14,1400/02/01,3.88,3.23,,
,3.64099E+14,1403/04/11,3.88,2.89,,
,3.64009E+14,1402/10/11,3.28,3.2,,10
,3.64009E+14,1400/03/04,2.91,2.76,,20
,3.64051E+14,1403/07/22,3.64,2.79,,124
,3.64009E+14,1403/08/24,2,2.58,,143
